GENENAME,UniprotID,Reviewed,Evidence,Features,Start,End,Descriptions
Numa1,E9Q7G0,Unreviewed,protein,Coiled coil,413,447,NA
Numa1,E9Q7G0,Unreviewed,protein,Coiled coil,452,489,NA
Numa1,E9Q7G0,Unreviewed,protein,Coiled coil,501,578,NA
Numa1,E9Q7G0,Unreviewed,protein,Coiled coil,586,645,NA
Numa1,E9Q7G0,Unreviewed,protein,Coiled coil,653,810,NA
Numa1,E9Q7G0,Unreviewed,protein,Coiled coil,861,909,NA
Numa1,E9Q7G0,Unreviewed,protein,Coiled coil,979,1045,NA
Numa1,E9Q7G0,Unreviewed,protein,Coiled coil,1053,1087,NA
Numa1,E9Q7G0,Unreviewed,protein,Coiled coil,1118,1145,NA
Numa1,E9Q7G0,Unreviewed,protein,Coiled coil,1181,1271,NA
Numa1,E9Q7G0,Unreviewed,protein,Coiled coil,1276,1331,NA
Numa1,E9Q7G0,Unreviewed,protein,Coiled coil,1363,1401,NA
Numa1,E9Q7G0,Unreviewed,protein,Coiled coil,1405,1439,NA
Numa1,E9Q7G0,Unreviewed,protein,Coiled coil,1458,1507,NA
Numa1,E9Q7G0,Unreviewed,protein,Coiled coil,1512,1546,NA
Numa1,E9Q7G0,Unreviewed,protein,Coiled coil,1554,1675,NA
Numa1,Q80Y35,Unreviewed,transcript,Coiled coil,276,317,NA
Numa1,Q80Y35,Unreviewed,transcript,Coiled coil,332,398,NA
Numa1,Q80Y35,Unreviewed,transcript,Coiled coil,413,447,NA
Numa1,Q80Y35,Unreviewed,transcript,Coiled coil,452,489,NA
Numa1,Q80Y35,Unreviewed,transcript,Coiled coil,501,578,NA
Numa1,Q80Y35,Unreviewed,transcript,Coiled coil,586,645,NA
Numa1,Q80Y35,Unreviewed,transcript,Coiled coil,653,810,NA
Numa1,Q80Y35,Unreviewed,transcript,Coiled coil,861,909,NA
Numa1,Q80Y35,Unreviewed,transcript,Coiled coil,979,1045,NA
Numa1,Q80Y35,Unreviewed,transcript,Coiled coil,1053,1087,NA
Numa1,Q80Y35,Unreviewed,transcript,Coiled coil,1118,1145,NA
Numa1,Q80Y35,Unreviewed,transcript,Coiled coil,1181,1271,NA
Numa1,Q80Y35,Unreviewed,transcript,Coiled coil,1276,1331,NA
Numa1,Q80Y35,Unreviewed,transcript,Coiled coil,1363,1401,NA
Numa1,Q80Y35,Unreviewed,transcript,Coiled coil,1405,1439,NA
Numa1,Q80Y35,Unreviewed,transcript,Coiled coil,1458,1507,NA
Numa1,Q80Y35,Unreviewed,transcript,Coiled coil,1512,1546,NA
Numa1,Q80Y35,Unreviewed,transcript,Coiled coil,1554,1675,NA
Nup50,Q9JIH2,Reviewed,protein,Repeat,76,77,1
Nup50,Q9JIH2,Reviewed,protein,Repeat,112,113,2
Nup50,Q9JIH2,Reviewed,protein,Repeat,225,226,3
Nup50,Q9JIH2,Reviewed,protein,Repeat,271,272,4
Nup50,Q9JIH2,Reviewed,protein,Repeat,301,302,5
Nup50,Q9JIH2,Reviewed,protein,Domain,333,466,RanBD1
Nup50,Q9JIH2,Reviewed,protein,Region,76,302,5 X 2 AA repeats of F-G
Nup50,Q9JIH2,Reviewed,protein,Region,143,205,Binding to CDKN1B
Nup50,Q9JIH2,Reviewed,protein,Compositional bias,55,90,Gly-rich
Nup50,Q9JIH2,Reviewed,protein,Compositional bias,266,329,Ser-rich
Oc90,Q9Z0L3,Reviewed,protein,Region,75,189,Phospholipase A2-like 1
Oc90,Q9Z0L3,Reviewed,protein,Region,315,371,Phospholipase A2-like 2
Oc90,Q9Z0L3,Reviewed,protein,Region,383,435,Phospholipase A2-like 3
Oc90,Q80ZM2,Unreviewed,transcript,Domain,74,190,PA2c
Oc90,Q80ZM2,Unreviewed,transcript,Domain,282,397,PA2c
Odf3b,Q5M8M2,Reviewed,transcript,Repeat,182,207,STPGR
Olfr279,Q8VFD8,Unreviewed,inferred,Domain,41,291,G_PROTEIN_RECEP_F1_2
Olfr281,Q8VET6,Unreviewed,transcript,Domain,41,288,G_PROTEIN_RECEP_F1_2
Olfr282,A1L1B4,Unreviewed,transcript,Domain,41,288,G_PROTEIN_RECEP_F1_2
Olfr283,Q8VGU2,Unreviewed,transcript,Domain,39,286,G_PROTEIN_RECEP_F1_2
Olfr284,Q8VET7,Unreviewed,protein,Domain,39,286,G_PROTEIN_RECEP_F1_2
Olfr285,Q7TS17,Unreviewed,inferred,Domain,39,286,G_PROTEIN_RECEP_F1_2
Olfr286,NA,NA,NA,NA,NA,NA,NA
Olfr287,E9PZS7,Unreviewed,inferred,Domain,47,296,G_PROTEIN_RECEP_F1_2
Olfr288,E9Q1P2,Unreviewed,inferred,Domain,48,297,G_PROTEIN_RECEP_F1_2
Olfr290,Q7TS13,Unreviewed,transcript,Domain,41,291,G_PROTEIN_RECEP_F1_2
Olfr291,Q8VF60,Unreviewed,inferred,Domain,43,293,G_PROTEIN_RECEP_F1_2
Olfr292,F8VQ84,Unreviewed,inferred,Domain,39,288,G_PROTEIN_RECEP_F1_2
Olfr293,Q7TS10,Unreviewed,inferred,Domain,45,295,G_PROTEIN_RECEP_F1_2
Olfr295,Q7TS08,Unreviewed,inferred,Domain,39,288,G_PROTEIN_RECEP_F1_2
Olfr297,Q7TS07,Unreviewed,inferred,Domain,39,288,G_PROTEIN_RECEP_F1_2
Olfr299,Q7TS05,Unreviewed,inferred,Domain,39,289,G_PROTEIN_RECEP_F1_2
Olfr301,Q7TS04,Unreviewed,inferred,Domain,39,289,G_PROTEIN_RECEP_F1_2
Olfr520,E9Q518,Unreviewed,inferred,Domain,46,295,G_PROTEIN_RECEP_F1_2
Olfr521,E9Q519,Unreviewed,inferred,Domain,46,295,G_PROTEIN_RECEP_F1_2
Olfr566,Q7TRS5,Unreviewed,inferred,Domain,47,298,G_PROTEIN_RECEP_F1_2
Olfr569,Q8VGZ2,Unreviewed,transcript,Domain,43,294,G_PROTEIN_RECEP_F1_2
Olfr571,E9Q407,Unreviewed,inferred,Domain,49,299,G_PROTEIN_RECEP_F1_2
Olfr575,Q8VH16,Unreviewed,inferred,Domain,50,300,G_PROTEIN_RECEP_F1_2
Olfr577,Q8VH11,Unreviewed,transcript,Domain,44,295,G_PROTEIN_RECEP_F1_2
Olfr586,Q8VH13,Unreviewed,inferred,Domain,47,297,G_PROTEIN_RECEP_F1_2
Olfr589,Q8VGV8,Unreviewed,inferred,Domain,43,293,G_PROTEIN_RECEP_F1_2
Olfr591,Q7TRR7,Unreviewed,inferred,Domain,43,294,G_PROTEIN_RECEP_F1_2
Olfr6,P34986,NA,NA,NA,NA,NA,NA
Olfr600,E9PUN7,Unreviewed,inferred,Domain,43,294,G_PROTEIN_RECEP_F1_2
Olfr601,A2RS33,Unreviewed,transcript,Domain,43,294,G_PROTEIN_RECEP_F1_2
Olfr605,E9Q838,Unreviewed,inferred,Domain,43,294,G_PROTEIN_RECEP_F1_2
Olfr605,Q7TRR0,Unreviewed,transcript,Domain,43,294,G_PROTEIN_RECEP_F1_2
Olfr609,E9Q4X7,Unreviewed,inferred,Domain,40,291,G_PROTEIN_RECEP_F1_2
Olfr610,E9Q598,Unreviewed,inferred,Domain,43,295,G_PROTEIN_RECEP_F1_2
Olfr611,K7N609,Unreviewed,inferred,Domain,43,294,G_PROTEIN_RECEP_F1_2
Olfr612,L7N462,Unreviewed,inferred,Domain,43,294,G_PROTEIN_RECEP_F1_2
Olfr616,Q3KPB0,Unreviewed,transcript,Domain,43,294,G_PROTEIN_RECEP_F1_2
Olfr620,E9PZ66,Unreviewed,inferred,Domain,43,294,G_PROTEIN_RECEP_F1_2
Olfr623,E9Q382,Unreviewed,inferred,Domain,42,293,G_PROTEIN_RECEP_F1_2
Olfr624,F8VQI7,Unreviewed,inferred,Domain,37,288,G_PROTEIN_RECEP_F1_2
Olfr629,Q0VBH3,Unreviewed,transcript,Domain,41,292,G_PROTEIN_RECEP_F1_2
Olfr639,Q8VGY8,Unreviewed,inferred,Domain,43,294,G_PROTEIN_RECEP_F1_2
Olfr64,F8VPZ8,Unreviewed,inferred,Domain,39,290,G_PROTEIN_RECEP_F1_2
Olfr640,E9Q7P5,Unreviewed,inferred,Domain,43,294,G_PROTEIN_RECEP_F1_2
Olfr643,Q8VGY1,Unreviewed,transcript,Domain,43,294,G_PROTEIN_RECEP_F1_2
Olfr645,Q7TRQ1,Unreviewed,transcript,Domain,43,295,G_PROTEIN_RECEP_F1_2
Olfr655,E9Q252,Unreviewed,inferred,Domain,41,291,G_PROTEIN_RECEP_F1_2
Olfr658,Q8VGV5,Unreviewed,transcript,Domain,45,297,G_PROTEIN_RECEP_F1_2
Olfr66,F8VQ01,Unreviewed,inferred,Domain,39,290,G_PROTEIN_RECEP_F1_2
Olfr666,Q8VH00,Unreviewed,inferred,Domain,43,295,G_PROTEIN_RECEP_F1_2
Olfr667,Q7TRP4,Unreviewed,inferred,Domain,43,295,G_PROTEIN_RECEP_F1_2
Olfr67,F8VPJ8,Unreviewed,inferred,Domain,47,299,G_PROTEIN_RECEP_F1_2
Olfr670,Q7TRP3,Unreviewed,inferred,Domain,43,293,G_PROTEIN_RECEP_F1_2
Olfr671,Q7TRP2,Unreviewed,inferred,Domain,43,293,G_PROTEIN_RECEP_F1_2
Olfr672,Q8VG28,Unreviewed,inferred,Domain,43,293,G_PROTEIN_RECEP_F1_2
Olfr675,Q7TRP1,Unreviewed,inferred,Domain,43,293,G_PROTEIN_RECEP_F1_2
Olfr68,E9PYY2,Unreviewed,inferred,Domain,43,295,G_PROTEIN_RECEP_F1_2
Olfr683,Q8VGV1,Unreviewed,transcript,Domain,50,300,G_PROTEIN_RECEP_F1_2
Olfr684,Q7TRN8,Unreviewed,transcript,Domain,43,294,G_PROTEIN_RECEP_F1_2
Olfr686,Q8VGX3,Unreviewed,transcript,Domain,43,294,G_PROTEIN_RECEP_F1_2
Olfr69,E9Q7C5,Unreviewed,inferred,Domain,43,295,G_PROTEIN_RECEP_F1_2
Olfr690,Q8VH18,Unreviewed,transcript,Domain,43,294,G_PROTEIN_RECEP_F1_2
Olfr691,Q8VGW5,Unreviewed,transcript,Domain,43,294,G_PROTEIN_RECEP_F1_2
Olfr693,Q8VF89,Unreviewed,inferred,Domain,41,290,G_PROTEIN_RECEP_F1_2
Olfr694,K7N641,Unreviewed,inferred,Domain,41,290,G_PROTEIN_RECEP_F1_2
Olfr695,Q8VFM3,Unreviewed,transcript,Domain,41,290,G_PROTEIN_RECEP_F1_2
Olfr697,Q8VFM4,Unreviewed,transcript,Domain,41,290,G_PROTEIN_RECEP_F1_2
Olfr698,Q7TRN4,Unreviewed,inferred,Domain,41,290,G_PROTEIN_RECEP_F1_2
Olfr699,Q7TRN3,Unreviewed,inferred,Domain,41,290,G_PROTEIN_RECEP_F1_2
Olfr701,Q9D3U9,Unreviewed,transcript,Domain,41,290,G_PROTEIN_RECEP_F1_2
Olfr701,Q9D4F9,Unreviewed,transcript,Domain,41,290,G_PROTEIN_RECEP_F1_2
Olfr702,Q920Z2,Unreviewed,transcript,Domain,41,290,G_PROTEIN_RECEP_F1_2
Olfr704,Q9EPF6,Unreviewed,inferred,Domain,41,290,G_PROTEIN_RECEP_F1_2
Olfr705,Q9EPF7,Unreviewed,inferred,Domain,41,290,G_PROTEIN_RECEP_F1_2
Olfr706,Q9EPF8,Unreviewed,inferred,Domain,41,290,G_PROTEIN_RECEP_F1_2
Olfr710,Q9EP55,Unreviewed,inferred,Domain,41,290,G_PROTEIN_RECEP_F1_2
Oplah,Q8K010,NA,NA,NA,NA,NA,NA
P2ry2,P35383,NA,NA,NA,NA,NA,NA
P2ry6,Q3UQ86,Unreviewed,protein,Domain,43,301,G_PROTEIN_RECEP_F1_2
P2ry6,Q9ERK9,NA,NA,NA,NA,NA,NA
P4ha3,H7BX23,Unreviewed,protein,Domain,420,527,Fe2OG dioxygenase
Pacsin2,Q3TDA7,Unreviewed,protein,Domain,11,282,F-BAR
Pacsin2,Q3TDA7,Unreviewed,protein,Domain,426,486,SH3
Pacsin2,Q3TDA7,Unreviewed,protein,Coiled coil,187,218,NA
Pacsin2,Q8BNK9,Unreviewed,transcript,Domain,62,122,SH3
Pacsin2,Q9WVE8,Reviewed,protein,Domain,11,282,F-BAR
Pacsin2,Q9WVE8,Reviewed,protein,Domain,426,486,SH3
Pacsin2,Q9WVE8,Reviewed,protein,Coiled coil,25,274,
Pacsin2,Q9WVE8,Reviewed,protein,Motif,362,364,NPF1
Pacsin2,Q9WVE8,Reviewed,protein,Motif,405,407,NPF2
Pacsin2,Q9WVE8,Reviewed,protein,Motif,417,419,NPF3
Parp10,Q8C8L6,Unreviewed,transcript,Domain,470,675,PARP catalytic
Parp10,Q8CIE4,Unreviewed,protein,Domain,755,960,PARP catalytic
Parvb,Q3UGT9,Unreviewed,protein,Domain,88,195,Actin-binding
Parvb,Q3UGT9,Unreviewed,protein,Domain,255,362,Actin-binding
Parvb,Q9ES46,Reviewed,protein,Domain,88,195,CH 1
Parvb,Q9ES46,Reviewed,protein,Domain,255,362,CH 2
Parvg,E9PYG5,Unreviewed,protein,Domain,97,204,Actin-binding
Parvg,E9PYG5,Unreviewed,protein,Domain,263,370,Actin-binding
Parvg,Q9ERD8,Reviewed,protein,Domain,44,151,CH 1
Parvg,Q9ERD8,Reviewed,protein,Domain,210,317,CH 2
Parvg,Q8CEF2,Unreviewed,transcript,Domain,44,151,Actin-binding
Parvg,Q8CEF2,Unreviewed,transcript,Domain,210,317,Actin-binding
Pcf11,G3X9Z4,Unreviewed,protein,Domain,14,142,CID
Pcf11,G3X9Z4,Unreviewed,protein,Coiled coil,208,235,NA
Pcf11,Q69ZY3,Unreviewed,transcript,Domain,102,230,CID
Pcf11,Q69ZY3,Unreviewed,transcript,Coiled coil,296,323,NA
Pcf11,Q8K0S1,NA,NA,NA,NA,NA,NA
Pdgfb,P31240,NA,NA,NA,NA,NA,NA
Pdxp,P60487,Reviewed,protein,Region,58,62,Substrate binding
Pdxp,Q6IS27,NA,NA,NA,NA,NA,NA
Pdzrn4,B9EKP7,Unreviewed,transcript,Domain,21,55,RING-type
Pdzrn4,B9EKP7,Unreviewed,transcript,Domain,205,295,PDZ (DHR)
Pdzrn4,B9EKP7,Unreviewed,transcript,Domain,383,452,PDZ (DHR)
Pdzrn4,B9EKP7,Unreviewed,transcript,Coiled coil,637,664,NA
Pdzrn4,E9PUZ9,Unreviewed,protein,Domain,21,55,RING-type
Pdzrn4,E9PUZ9,Unreviewed,protein,Domain,205,295,PDZ (DHR)
Pdzrn4,E9PUZ9,Unreviewed,protein,Domain,383,452,PDZ (DHR)
Pdzrn4,E9PUZ9,Unreviewed,protein,Coiled coil,637,664,NA
Pdzrn4,Q3UXJ7,Unreviewed,transcript,Domain,144,213,PDZ (DHR)
Pdzrn4,Q3UXJ7,Unreviewed,transcript,Coiled coil,398,425,NA
Pdzrn4,E9Q5P6,Unreviewed,protein,Domain,144,213,PDZ (DHR)
Pdzrn4,E9Q5P6,Unreviewed,protein,Coiled coil,398,425,NA
Pdzrn4,Q69Z24,Unreviewed,transcript,Coiled coil,122,149,NA
Pex11a,Q9Z211,Reviewed,protein,Region,218,238,"Required for homodimerization, interaction with PEX11G, and peroxisomal localization"
Pgap2,Q3TQR0,NA,NA,NA,NA,NA,NA
Pgap2,Q3U6W8,NA,NA,NA,NA,NA,NA
Pgm2l1,Q8CAA7,Reviewed,protein,Region,175,176,Substrate binding
Pgm2l1,Q8CAA7,Reviewed,protein,Region,336,337,Substrate binding
Pgm2l1,Q8CAA7,Reviewed,protein,Region,433,435,Substrate binding
Pgpep1l,E9QM76,NA,NA,NA,NA,NA,NA
Pgpep1l,Q9CWB5,NA,NA,NA,NA,NA,NA
Phf20l1,Q8CCJ9,Reviewed,protein,Domain,11,71,Tudor 1
Phf20l1,Q8CCJ9,Reviewed,protein,Domain,85,141,Tudor 2
Phf20l1,Q8CCJ9,Reviewed,protein,Compositional bias,530,579,Lys-rich
Phf20l1,Q8CCJ9,Reviewed,protein,Zinc finger,681,729,PHD-type
Phf21b,Q8C966,Reviewed,transcript,Coiled coil,380,420,NA
Phf21b,Q8C966,Reviewed,transcript,Zinc finger,307,354,PHD-type
Picalm,Q570Z8,Unreviewed,transcript,Domain,33,164,ENTH (epsin N-terminal homology)
Picalm,Q570Z8,Unreviewed,transcript,Coiled coil,340,367,NA
Picalm,Q7M6Y3,Reviewed,protein,Domain,14,145,ENTH
Picalm,Q7M6Y3,Reviewed,protein,Region,221,294,Interaction with FAM64A
Picalm,Q3TD51,Unreviewed,transcript,Domain,14,145,ENTH (epsin N-terminal homology)
Picalm,Q3TD51,Unreviewed,transcript,Coiled coil,321,348,NA
Pick1,E9PUZ5,Unreviewed,protein,Domain,22,105,PDZ (DHR)
Pick1,E9PUZ5,Unreviewed,protein,Domain,144,357,AH
Pick1,Q8C1W2,Unreviewed,transcript,Domain,22,105,PDZ (DHR)
Pick1,Q8C1W2,Unreviewed,transcript,Domain,144,326,AH
Pick1,Q8C1W2,Unreviewed,transcript,Domain,395,530,Galectin
Pkdrej,F8VQF3,Unreviewed,inferred,Domain,102,797,REJ
Pkdrej,F8VQF3,Unreviewed,inferred,Domain,1114,1231,PLAT
Pkdrej,F8VQF3,Unreviewed,inferred,Coiled coil,660,687,NA
Pla2g6,P97819,Reviewed,protein,Repeat,151,181,ANK 1
Pla2g6,P97819,Reviewed,protein,Repeat,185,215,ANK 2
Pla2g6,P97819,Reviewed,protein,Repeat,219,248,ANK 3
Pla2g6,P97819,Reviewed,protein,Repeat,251,281,ANK 4
Pla2g6,P97819,Reviewed,protein,Repeat,286,312,ANK 5
Pla2g6,P97819,Reviewed,protein,Repeat,316,345,ANK 6
Pla2g6,P97819,Reviewed,protein,Repeat,349,378,ANK 7
Pla2g6,P97819,Reviewed,protein,Domain,482,666,Patatin
Pla2g6,P97819,Reviewed,protein,Region,678,697,Calmodulin-binding
Pla2g6,P97819,Reviewed,protein,Region,749,760,Calmodulin-binding
Pla2g6,Q3UN31,Unreviewed,transcript,Domain,151,392,ANK_REP_REGION
Pla2g6,Q3U613,Unreviewed,transcript,Domain,151,392,ANK_REP_REGION
Plec,Q9QXS1,Reviewed,protein,Domain,181,411,Actin-binding
Plec,Q9QXS1,Reviewed,protein,Domain,185,293,CH 1
Plec,Q9QXS1,Reviewed,protein,Domain,306,408,CH 2
Plec,Q9QXS1,Reviewed,protein,Repeat,653,727,Spectrin 1
Plec,Q9QXS1,Reviewed,protein,Repeat,748,832,Spectrin 2
Plec,Q9QXS1,Reviewed,protein,Repeat,845,938,Spectrin 3
Plec,Q9QXS1,Reviewed,protein,Repeat,1323,1423,Spectrin 4
Plec,Q9QXS1,Reviewed,protein,Repeat,2795,2832,Plectin 1
Plec,Q9QXS1,Reviewed,protein,Repeat,2833,2870,Plectin 2
Plec,Q9QXS1,Reviewed,protein,Repeat,2871,2908,Plectin 3
Plec,Q9QXS1,Reviewed,protein,Repeat,2909,2946,Plectin 4
Plec,Q9QXS1,Reviewed,protein,Repeat,2947,2984,Plectin 5
Plec,Q9QXS1,Reviewed,protein,Repeat,2988,3022,Plectin 6
Plec,Q9QXS1,Reviewed,protein,Repeat,3123,3160,Plectin 7
Plec,Q9QXS1,Reviewed,protein,Repeat,3161,3198,Plectin 8
Plec,Q9QXS1,Reviewed,protein,Repeat,3199,3236,Plectin 9
Plec,Q9QXS1,Reviewed,protein,Repeat,3237,3274,Plectin 10
Plec,Q9QXS1,Reviewed,protein,Repeat,3275,3312,Plectin 11
Plec,Q9QXS1,Reviewed,protein,Repeat,3315,3350,Plectin 12
Plec,Q9QXS1,Reviewed,protein,Repeat,3492,3529,Plectin 13
Plec,Q9QXS1,Reviewed,protein,Repeat,3530,3567,Plectin 14
Plec,Q9QXS1,Reviewed,protein,Repeat,3568,3605,Plectin 15
Plec,Q9QXS1,Reviewed,protein,Repeat,3606,3643,Plectin 16
Plec,Q9QXS1,Reviewed,protein,Repeat,3647,3681,Plectin 17
Plec,Q9QXS1,Reviewed,protein,Repeat,3827,3864,Plectin 18
Plec,Q9QXS1,Reviewed,protein,Repeat,3865,3902,Plectin 19
Plec,Q9QXS1,Reviewed,protein,Repeat,3903,3940,Plectin 20
Plec,Q9QXS1,Reviewed,protein,Repeat,3941,3978,Plectin 21
Plec,Q9QXS1,Reviewed,protein,Repeat,3982,4015,Plectin 22
Plec,Q9QXS1,Reviewed,protein,Repeat,4070,4107,Plectin 23
Plec,Q9QXS1,Reviewed,protein,Repeat,4108,4145,Plectin 24
Plec,Q9QXS1,Reviewed,protein,Repeat,4146,4183,Plectin 25
Plec,Q9QXS1,Reviewed,protein,Repeat,4184,4221,Plectin 26
Plec,Q9QXS1,Reviewed,protein,Repeat,4225,4259,Plectin 27
Plec,Q9QXS1,Reviewed,protein,Repeat,4272,4312,Plectin 28
Plec,Q9QXS1,Reviewed,protein,Repeat,4415,4452,Plectin 29
Plec,Q9QXS1,Reviewed,protein,Repeat,4453,4490,Plectin 30
Plec,Q9QXS1,Reviewed,protein,Repeat,4491,4528,Plectin 31
Plec,Q9QXS1,Reviewed,protein,Repeat,4529,4566,Plectin 32
Plec,Q9QXS1,Reviewed,protein,Repeat,4567,4604,Plectin 33
Plec,Q9QXS1,Reviewed,protein,Region,1,1478,Globular 1
Plec,Q9QXS1,Reviewed,protein,Region,1479,2762,Central fibrous rod domain
Plec,Q9QXS1,Reviewed,protein,Region,2763,4691,Globular 2
Plec,Q9QXS1,Reviewed,protein,Region,4257,4307,Binding to intermediate filaments
Plec,Q9QXS1,Reviewed,protein,Region,4632,4647,4 X 4 AA tandem repeats of G-S-R-X
Plec,Q9QXS1,Reviewed,protein,Coiled coil,1477,1697,NA
Plec,Q9QXS1,Reviewed,protein,Coiled coil,1729,2764,NA
Plec,E9Q3W4,Unreviewed,protein,Domain,1,103,Actin-binding
Plec,E9Q3W4,Unreviewed,protein,Coiled coil,491,525,NA
Plec,E9Q3W4,Unreviewed,protein,Coiled coil,564,591,NA
Plec,E9Q3W4,Unreviewed,protein,Coiled coil,597,620,NA
Plec,E9Q3W4,Unreviewed,protein,Coiled coil,1078,1101,NA
Plec,E9Q3W4,Unreviewed,protein,Coiled coil,1174,1356,NA
Plec,E9Q3W4,Unreviewed,protein,Coiled coil,1360,1405,NA
Plec,E9Q3W4,Unreviewed,protein,Coiled coil,1429,1484,NA
Plec,E9Q3W4,Unreviewed,protein,Coiled coil,1488,1677,NA
Plec,E9Q3W4,Unreviewed,protein,Coiled coil,1682,1773,NA
Plec,E9Q3W4,Unreviewed,protein,Coiled coil,1795,1893,NA
Plec,E9Q3W4,Unreviewed,protein,Coiled coil,1898,2000,NA
Plec,E9Q3W4,Unreviewed,protein,Coiled coil,2007,2069,NA
Plec,E9Q3W4,Unreviewed,protein,Coiled coil,2096,2203,NA
Plec,E9Q3W4,Unreviewed,protein,Coiled coil,2208,2256,NA
Plec,E9Q3W4,Unreviewed,protein,Coiled coil,2271,2322,NA
Plec,E9Q3W4,Unreviewed,protein,Coiled coil,2339,2451,NA
Plec,Q6S390,Unreviewed,transcript,Domain,1,51,Actin-binding
Plec,Q6S390,Unreviewed,transcript,Domain,64,166,Actin-binding
Plec,Q6S390,Unreviewed,transcript,Coiled coil,554,588,NA
Plec,Q6S390,Unreviewed,transcript,Coiled coil,627,654,NA
Plec,Q6S390,Unreviewed,transcript,Coiled coil,660,683,NA
Plec,Q6S390,Unreviewed,transcript,Coiled coil,1141,1164,NA
Plec,Q6S390,Unreviewed,transcript,Coiled coil,1237,1419,NA
Plec,Q6S390,Unreviewed,transcript,Coiled coil,1423,1468,NA
Plec,Q6S390,Unreviewed,transcript,Coiled coil,1492,1547,NA
Plec,Q6S390,Unreviewed,transcript,Coiled coil,1551,1740,NA
Plec,Q6S390,Unreviewed,transcript,Coiled coil,1745,1836,NA
Plec,Q6S390,Unreviewed,transcript,Coiled coil,1858,1956,NA
Plec,Q6S390,Unreviewed,transcript,Coiled coil,1961,2063,NA
Plec,Q6S390,Unreviewed,transcript,Coiled coil,2070,2132,NA
Plec,Q6S390,Unreviewed,transcript,Coiled coil,2159,2266,NA
Plec,Q6S390,Unreviewed,transcript,Coiled coil,2271,2319,NA
Plec,Q6S390,Unreviewed,transcript,Coiled coil,2334,2385,NA
Plec,Q6S390,Unreviewed,transcript,Coiled coil,2402,2514,NA
Plec,Q6S393,Unreviewed,transcript,Domain,33,136,Actin-binding
Plec,Q6S393,Unreviewed,transcript,Domain,149,251,Actin-binding
Plec,Q6S393,Unreviewed,transcript,Coiled coil,639,673,NA
Plec,Q6S393,Unreviewed,transcript,Coiled coil,712,739,NA
Plec,Q6S393,Unreviewed,transcript,Coiled coil,745,768,NA
Plec,Q6S393,Unreviewed,transcript,Coiled coil,1226,1249,NA
Plec,Q6S393,Unreviewed,transcript,Coiled coil,1322,1504,NA
Plec,Q6S393,Unreviewed,transcript,Coiled coil,1508,1553,NA
Plec,Q6S393,Unreviewed,transcript,Coiled coil,1577,1632,NA
Plec,Q6S393,Unreviewed,transcript,Coiled coil,1636,1825,NA
Plec,Q6S393,Unreviewed,transcript,Coiled coil,1830,1921,NA
Plec,Q6S393,Unreviewed,transcript,Coiled coil,1943,2041,NA
Plec,Q6S393,Unreviewed,transcript,Coiled coil,2046,2148,NA
Plec,Q6S393,Unreviewed,transcript,Coiled coil,2155,2217,NA
Plec,Q6S393,Unreviewed,transcript,Coiled coil,2244,2351,NA
Plec,Q6S393,Unreviewed,transcript,Coiled coil,2356,2404,NA
Plec,Q6S393,Unreviewed,transcript,Coiled coil,2419,2470,NA
Plec,Q6S393,Unreviewed,transcript,Coiled coil,2487,2599,NA
Plec,Q6S392,Unreviewed,transcript,Domain,20,123,Actin-binding
Plec,Q6S392,Unreviewed,transcript,Domain,136,238,Actin-binding
Plec,Q6S392,Unreviewed,transcript,Coiled coil,626,660,NA
Plec,Q6S392,Unreviewed,transcript,Coiled coil,699,726,NA
Plec,Q6S392,Unreviewed,transcript,Coiled coil,732,755,NA
Plec,Q6S392,Unreviewed,transcript,Coiled coil,1213,1236,NA
Plec,Q6S392,Unreviewed,transcript,Coiled coil,1309,1491,NA
Plec,Q6S392,Unreviewed,transcript,Coiled coil,1495,1540,NA
Plec,Q6S392,Unreviewed,transcript,Coiled coil,1564,1619,NA
Plec,Q6S392,Unreviewed,transcript,Coiled coil,1623,1812,NA
Plec,Q6S392,Unreviewed,transcript,Coiled coil,1817,1908,NA
Plec,Q6S392,Unreviewed,transcript,Coiled coil,1930,2028,NA
Plec,Q6S392,Unreviewed,transcript,Coiled coil,2033,2135,NA
Plec,Q6S392,Unreviewed,transcript,Coiled coil,2142,2204,NA
Plec,Q6S392,Unreviewed,transcript,Coiled coil,2231,2338,NA
Plec,Q6S392,Unreviewed,transcript,Coiled coil,2343,2391,NA
Plec,Q6S392,Unreviewed,transcript,Coiled coil,2406,2457,NA
Plec,Q6S392,Unreviewed,transcript,Coiled coil,2474,2586,NA
Plec,Q6S388,Unreviewed,transcript,Domain,10,113,Actin-binding
Plec,Q6S388,Unreviewed,transcript,Domain,126,228,Actin-binding
Plec,Q6S388,Unreviewed,transcript,Coiled coil,616,650,NA
Plec,Q6S388,Unreviewed,transcript,Coiled coil,689,716,NA
Plec,Q6S388,Unreviewed,transcript,Coiled coil,722,745,NA
Plec,Q6S388,Unreviewed,transcript,Coiled coil,1203,1226,NA
Plec,Q6S388,Unreviewed,transcript,Coiled coil,1299,1481,NA
Plec,Q6S388,Unreviewed,transcript,Coiled coil,1485,1530,NA
Plec,Q6S388,Unreviewed,transcript,Coiled coil,1554,1609,NA
Plec,Q6S388,Unreviewed,transcript,Coiled coil,1613,1802,NA
Plec,Q6S388,Unreviewed,transcript,Coiled coil,1807,1898,NA
